_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,gender,gender:confidence,profile_yn,profile_yn:confidence,created,description,fav_number,gender_gold,link_color,name,profile_yn_gold,profileimage,retweet_count,sidebar_color,text,tweet_coord,tweet_count,tweet_created,tweet_id,tweet_location,user_timezone
815719243,FALSE,finalized,3,10/26/15 22:50,male,1,yes,1,10/18/09 11:41,"Over enthusiastic F1 fan.  Model collector, music fan and a film fanatic.  Also an Aspergian.",5,,0084B4,SSmyth2010,,https://pbs.twimg.com/profile_images/613850179880517634/m_B2ujkb_normal.jpg,0,C0DEED,@coolyazzy94 Ditto - I'm still learning the favourites and retweet stuff - least it sucks less than Facebook haha :P,,91,10/26/15 12:40,6.59E+17,Glasgow,London
815719246,FALSE,finalized,3,10/27/15 1:21,female,1,yes,1,2/28/13 3:04,"Artisan specializing in paper mache, print-making and fibre art.  Art teacher and cat devotee. Find my page on FB https://t.co/G7bSTG9ICv",18751,,3B94D9,jlpeter37,,https://pbs.twimg.com/profile_images/550660983468077057/9l6pVJiA_normal.jpeg,0,0,@CraftYear2015 @isabelpascual thank you for the retweets,,10271,10/26/15 12:40,6.59E+17,"St. John's, Newfoundland",
815719247,FALSE,finalized,3,10/27/15 0:09,female,1,yes,1,10/14/11 17:53,He bled and died to take away my sins ÛÊ,5454,,D41EBF,SarahMaddry,,https://pbs.twimg.com/profile_images/653367929375977472/WyEqOjS__normal.jpg,0,65B0DA,All the girls went to sleep and the guys just sat in the floor and watched us_Ù÷â_Ù÷â,,13452,10/26/15 12:40,6.59E+17,Port-au-Prince,Arizona
815719248,FALSE,finalized,3,10/26/15 22:47,female,1,yes,1,2/15/15 6:41,union j xxxx,133,,0084B4,bethleia,,https://pbs.twimg.com/profile_images/654390129633705984/XXhDaVch_normal.jpg,0,C0DEED,@ChrisAOfficial I'm on the right side_Ù÷âÏÎ_Ù_üxxx,,408,10/26/15 12:40,6.59E+17,,
815719249,FALSE,finalized,3,10/27/15 1:34,male,1,yes,1,2001-11-13 1:18,You had me from the start,2871,,3B94D9,StrictlyAri,,https://pbs.twimg.com/profile_images/648334542227513344/W82RjfX1_normal.jpg,0,C0DEED,"YALL LMFAOO RIGHT WHEN THE CHORUS CAME ON, A TEAR ROLLED DOWN HIS FACE https://t.co/aYuQDPtvsE",,2219,10/26/15 12:40,6.59E+17,"Tampa, FL",London
815719250,FALSE,finalized,3,10/26/15 23:01,male,1,yes,1,4/21/11 12:21,BSc economics graduate  #COYS,228,,0084B4,JHurkett,,https://pbs.twimg.com/profile_images/588820454988709890/UtTyYkTY_normal.jpg,0,C0DEED,James Bond premier night at the @Everymancinema in Oxted with @SidiEdey. Let's hope it lives up to expectation! #SPECTRE,,3370,10/26/15 12:40,6.59E+17,University of Surrey,Amsterdam
815719251,FALSE,finalized,3,10/26/15 22:54,female,1,yes,1,8/14/13 12:54,Wife to my Coach. Mom to my eight troops. Follower of Christ.,1051,,0084B4,karenhbullard,,https://pbs.twimg.com/profile_images/645403816213393408/cb9Ur4jH_normal.jpg,0,C0DEED,@SydnieJR except once the Hallmark movies start I won't get anything done!! _Ù÷__Ù__Ù_ã,,97,10/26/15 12:40,6.59E+17,"Edmond, OK",
815719254,FALSE,finalized,3,10/26/15 23:31,female,1,yes,1,7/13/10 12:55,My Dms closed. | Sc: Dear_Moonshine,4068,,EEA525,DearMoonshine__,,https://pbs.twimg.com/profile_images/638386044862361600/HRvHRH-N_normal.jpg,0,EEA525,You leave the group chat for more than 2 mins and you miss made shit,,61166,10/26/15 12:40,6.59E+17,,Central Time (US & Canada)
815719255,FALSE,finalized,3,10/27/15 1:46,male,0.3353,yes,1,3/24/14 2:57,"RL/writer | Lewd aspiring femboy who enjoys oneechans, girlcock, and such | RTs 2D and (softcore) 3D | R-18/NSFW | accounts listed",4408,,FE617D,RinCutie,,https://pbs.twimg.com/profile_images/657449209440813056/xRFyqMg5_normal.png,0,FFFFFF,As opposed to Pump where it's like HI HOPE YOU LIKE DOING JUMPS WHERE YOU SPREAD YOUR FEET ACROSS THE ENTIRE STAGE,,55751,10/26/15 12:40,6.59E+17,Icon? Aogiri Penta.,Pacific Time (US & Canada)
815719257,FALSE,finalized,3,10/26/15 23:12,male,1,yes,1,2012-05-12 6:18,"Award Winning Author of the paranormal Romance thriller, Hath No Fury  technology writer,
http://t.co/LmMiOwenQQ #ASMSG",103,,DD2E44,HalRappaport,,https://pbs.twimg.com/profile_images/3636528327/1830a46d522a2db8e1a5d22c2cf3b1cb_normal.jpeg,0,FFFFFF,All the #magic in Hath No FURY is based on REAL #Magick! https://t.co/jwpsVhAU1E,,25773,10/26/15 12:40,6.59E+17,Princeton,Eastern Time (US & Canada)
815719258,FALSE,finalized,3,10/27/15 0:47,female,1,yes,1,12/28/11 15:36,self-proclaimed princess and occasional pain in the ass,1322,,FF55AA,sarahamiels,,https://pbs.twimg.com/profile_images/658129218543439872/LK_gbsXP_normal.jpg,0,FFFFFF,"Me the week of Brandon's birthday: there's no such thing as a birthday week u weirdo
Me November 1st: it's my birthday month, bow down to me",,4965,10/26/15 12:40,6.59E+17,"Algonac & Mt. Pleasant, MI",Eastern Time (US & Canada)
815719259,FALSE,finalized,3,10/27/15 0:17,male,1,yes,1,11/26/11 15:08,K-Smooty~I drink alot. Could be worse. I'm scrolling through your girl's nudes while watching Brady beat your team. #PatsNation #SupremeMeninist #AlwaysTurnt,901,,0084B4,TB12ForPrez,,https://pbs.twimg.com/profile_images/596744881306992643/rl83cUBK_normal.jpg,0,C0DEED,And got more yards AND points than the Jets gave up all season. https://t.co/gdfkaOxcDD,,69698,10/26/15 12:40,6.59E+17,Brittany's Mouth or Panties,Mountain Time (US & Canada)
815719261,FALSE,finalized,3,10/27/15 1:50,male,1,yes,1,5/20/11 1:59,"Free Ma Bros #EBK #OTR #Real300 !

All I Kno Is Grind Wea I Come From Ïö",49,,0084B4,300Stain,,https://pbs.twimg.com/profile_images/656370495823048704/rMQ_7I72_normal.jpg,0,FFFFFF,Did Alot Up In The Past Ion Wont Back,,30294,10/26/15 12:40,6.59E+17,Dazhane's ªÁ,Hawaii
815719263,FALSE,finalized,3,10/26/15 23:51,female,1,yes,1,4/23/09 9:34,penn state alum #classof2015,748,,CC3366,__amira_,,https://pbs.twimg.com/profile_images/630609261278703616/LYWEZMSz_normal.jpg,0,DBE9ED,This boy was on the El wit his 3 daughters and they all was under 5,,58876,10/26/15 12:40,6.59E+17,,Eastern Time (US & Canada)
815719265,FALSE,finalized,3,10/26/15 22:35,male,1,yes,1,5/17/09 21:05,"Lover of Women, Dogs/cats (dogs), Movies, Comics, TV, Video Games, Books, Wrestling, existentialism Adult ent?",1900,,AB6F09,brandonpattrson,,https://pbs.twimg.com/profile_images/474393325856780289/ZZBZLEz5_normal.jpeg,0,FFFFFF,@TheRiddler109 @CNN I mean it's not like Mainstream new media is supposed to feed you the fact nowadays...,,8843,10/26/15 12:40,6.59E+17,Maven: Severed,Eastern Time (US & Canada)
815719267,FALSE,finalized,3,10/26/15 23:31,male,1,yes,1,6/17/09 18:09,Militante y obrero de los SueÌ±os Revolucionarios desde toda la vida... åÁChavista de CorazÌ_n!... åÁComandante vives x100pre!,12,,09A7E0,danydifazio,,https://pbs.twimg.com/profile_images/468090201420869632/sz7Xp_ZU_normal.jpeg,0,BDDCAD,How many followers do you get everyday? I got 1 in the last day. Growing daily with https://t.co/JzckR3ub8H,,28078,10/26/15 12:40,6.59E+17,Venezuela,Caracas
815719269,FALSE,finalized,3,10/26/15 23:04,male,0.3473,yes,1,12/13/14 9:45,Baby I'm perfect for you @NiallOfficial,4525,,0084B4,mrshoran_girl,,https://pbs.twimg.com/profile_images/658304658486767616/RtiFKb9n_normal.jpg,0,C0DEED,"@onedirection Artist of the Year #AMAs

HO FAME",,6394,10/26/15 12:40,6.59E+17,"Italy, Naples",Belgrade
815719270,FALSE,finalized,3,10/26/15 23:49,male,1,yes,1,2007-01-13 3:55,Kennedy J Abulala ni mwalimu anayeienzi kazi yake.....mwalimu wa kiswahili.,172,,0084B4,KABULALA,,https://pbs.twimg.com/profile_images/621662235459391489/74hr0ed1_normal.jpg,0,C0DEED,@kbonimtetezi mheshimiwa travellers along that stretch of the road (lubao) r hurting and nobody seems to be raising this issue!,,2856,10/26/15 12:40,6.59E+17,,
815719271,FALSE,finalized,3,10/27/15 1:16,male,1,yes,1,2008-03-09 14:34,[ Krothedj@gmail.com ] [ Instagram - DJKRO ],85,,595952,DJKRO,,https://pbs.twimg.com/profile_images/632280561747423233/A5Pd3nai_normal.jpg,0,FFFFFF,Greenville Thursday. Yall holla you need anything. Know I'm the plug,,73578,10/26/15 12:40,6.59E+17,Candied Island,Eastern Time (US & Canada)
815719272,FALSE,finalized,3,10/27/15 0:06,female,1,yes,1,2/19/09 12:57,"Slightly ginger with blue eyes.
Park Run _ü",552,,0084B4,alexandraalice,,https://pbs.twimg.com/profile_images/509812651065876481/YMavGFH5_normal.jpeg,0,BDDCAD,@MarkHicks1204 I went to the wrong Nandos but I found you eventually #10chilliesequalsfreenandos,,2271,10/26/15 12:40,6.59E+17,Surrey,London
815719273,FALSE,finalized,3,10/26/15 21:55,male,1,yes,1,2010-06-13 15:03,Just Living Life at the top of the food chain,4561,,0084B4,OllieC9897,,https://pbs.twimg.com/profile_images/652444172604018688/RworSMcj_normal.jpg,0,C0DEED,@AndyRobsonTips Cardiff or drew with the over 1.5 match goals sounds good to me,,37982,10/26/15 12:40,6.59E+17,"Manhattan, NY",
815719274,FALSE,finalized,3,10/27/15 0:35,female,0.6583,yes,1,2012-08-13 23:04,19 | NSS | IPGKK ÏÎ,1472,,0084B4,sfwhmnzne,,https://pbs.twimg.com/profile_images/657087174060429312/FGik3fHx_normal.jpg,0,C0DEED,"Those who break the rules are scum, but those who abandon their friends are worse than scum",,1829,10/26/15 12:40,6.59E+17,Sabah,Krasnoyarsk
815719276,FALSE,finalized,3,10/27/15 0:14,male,0.6415,yes,1,2009-07-14 8:02,"Home Office & Business are sweet business! I can do it , you can",0,,0084B4,home8biz,,https://pbs.twimg.com/profile_images/508631838240157696/mNbhEHAR_normal.jpeg,0,C0DEED,"Gala Bingo clubs bought for å£241m: The UK's largest High Street bingo operator, Gala, is being taken over byÛ_ https://t.co/XprInke1m2",,130147,10/26/15 12:40,6.59E+17,,
815719277,FALSE,finalized,3,10/27/15 0:54,female,1,yes,1,3/14/14 12:00,"GoodMorning Mentions Anyone !! 

 #RETWEEET 

Must Follow Back Ï¬
 
#Fav for a FollowªÈü",12,,0084B4,llIUMINATlRESMl,,https://pbs.twimg.com/profile_images/464850935575887872/5x2iLmwY_normal.jpeg,0,C0DEED,"VIDEO: James Bond Spectre world premiere: After months of build up Spectre, the latestÛ_ https://t.co/uV38Wlg5bE #UK",,142495,10/26/15 12:40,6.59E+17,Queens NY,Casablanca
815719279,FALSE,finalized,3,10/26/15 23:20,male,1,yes,1,4/13/09 16:23,warholian obsessor creating within an orwellian nightmare. @allsceneeye @larecord,104,,0,sh6ne,,https://pbs.twimg.com/profile_images/573591838298341379/urZJcGE8_normal.jpeg,0,FFFFFF,Best thing about having an audition on the west side is being able to eat lunch at Komodo,,9071,10/26/15 12:40,6.59E+17,los angeles ,Pacific Time (US & Canada)
815719281,FALSE,finalized,3,10/26/15 23:07,male,1,yes,1,2001-06-10 13:25,The Blades. Instagram - scottryan16.,16836,,0084B4,Scott_Ryan_,,https://pbs.twimg.com/profile_images/657855014258515969/fceiUKel_normal.jpg,0,C0DEED,"In the last 20 minutes that Wednesday fan has tweeted about us 3 times, no, not obsessed, not even a little bit _Ù÷â_Ù÷â_Ù÷â_Ù÷â_Ù÷â_Ù÷â_Ù÷â_Ù÷â_Ù÷â_Ù÷â_Ù÷â_Ù÷â_Ù÷â_Ù÷â_Ù÷â",,42573,10/26/15 12:40,6.59E+17,,London
815719282,FALSE,finalized,3,10/27/15 0:57,female,0.6684,yes,1,2006-07-15 7:11,"This is control. 
Jpn versionàÕ @Zoe_o_Jbot            Rayark-Implosion",0,,0084B4,Zoe_o_Ebot,,https://pbs.twimg.com/profile_images/607553110693666816/0NPWHIZh_normal.jpg,0,C0DEED,"Once it is complete, it will lift off and attempt to connect with the alpha point of the rift we are observing. (1-2)",,2847,10/26/15 12:40,6.59E+17,Gaia,
815719284,FALSE,finalized,3,10/27/15 1:39,male,1,yes,1,5/13/07 21:34,Just a curious guy.,1312,,0,manikarthik,,https://pbs.twimg.com/profile_images/580381044592898048/aERbCHwE_normal.png,0,0,Triggered Email: The Killer Conversion App https://t.co/obCkhxkOm7,,53245,10/26/15 12:40,6.59E+17,Los Angeles,Abu Dhabi
815719287,FALSE,finalized,3,10/27/15 0:36,female,1,yes,1,12/24/11 19:10,I like to sleep,6559,,38543,cheer_diva97,,https://pbs.twimg.com/profile_images/567105102532468736/4bj2T2R4_normal.jpeg,0,EEEEEE,camerons side of the bed smells SO bad,,11328,10/26/15 12:40,6.59E+17,,America/Los_Angeles
815719288,FALSE,finalized,3,10/26/15 22:47,female,1,yes,1,4/22/14 4:22,ask no questions and you'll get no lies @spoopytaylor,27753,,0084B4,BURNSlVAN,,https://pbs.twimg.com/profile_images/657574153340518400/V0wZgnCd_normal.jpg,0,C0DEED,@wishbonecon are u going to the 1.30 one ??,,69585,10/26/15 12:40,6.59E+17,neverland,Amsterdam
815719289,FALSE,finalized,3,10/26/15 23:21,male,1,yes,1,2010-11-15 5:03,"For any photography bookings or enquiries DM, call me on 07508547008 or email me at abphotography1989@gmail.com Insta:@a.b_photography25  #TeamChrist",20,,3B94D9,MrABPhotog,,https://pbs.twimg.com/profile_images/653187591425105920/XuoiKdrm_normal.jpg,0,0,@Hakeem_NLT Boii make the wafflw link to the reference then the word count should clear up lol,,3215,10/26/15 12:40,6.59E+17,North Side Of That London ,
815719290,FALSE,finalized,3,10/26/15 23:53,female,1,yes,1,2010-09-12 7:31,"Born in Czech Republic, live in Ireland, wanna be in Germany.
OUAT Û¢ OITNB",7013,,DD2E44,Moonfell44,,https://pbs.twimg.com/profile_images/559754714544214016/dnWFn_jB_normal.jpeg,0,C6E2EE,"https://t.co/nRN2mGLd2E
Am I the only one who loves the part with Merlin and Regina's face? :D #OUAT",,1900,10/26/15 12:40,6.59E+17,"Waterford, Ireland",Casablanca
815719291,FALSE,finalized,3,10/26/15 22:38,male,0.6539,yes,1,2003-04-13 6:45,' You are to me All that an angel could be. ' *_ÄÜ ,10536,,ABB8C2,realangelhes,,https://pbs.twimg.com/profile_images/655712588018372609/aZaDsHos_normal.jpg,0,FFFFFF,"@Harry_Styles always remember, never forget you're the best and the greatest in the world just being you always you till the end of time YOU",,237421,10/26/15 12:40,6.59E+17,ãÜ is everything __Ï¤_Ô,Baghdad
815719292,FALSE,finalized,3,10/26/15 22:54,male,1,yes,1,2002-09-11 6:55,"Following the Money, Opening Governance, Fighting Corruption!                @GlobalIntegrity @OpenGovHub  Tweets my own.",1741,,FF0000,alanhudson1,,https://pbs.twimg.com/profile_images/1685539408/AH92_normal.jpg,0,F2E195,The POLITICS of evidence + results in international development. https://t.co/T7N2c2TTBf - Looks great. h/t @duncan_ids @rosalindeyben +,,12286,10/26/15 12:40,6.59E+17,Washington DC,London
815719293,FALSE,finalized,3,10/26/15 22:05,female,1,yes,1,5/27/11 7:25,"Retired Bad Girl. 
Û¢Û¢ QUEEN! Û¢Û¢",797,,990000,Miss_Masaya,,https://pbs.twimg.com/profile_images/657997085665591296/Ox0fNbDT_normal.jpg,0,DFDFDF,"Please God, let me get a house that has a fireplace in the bedroom!! I have such great ideas for such a room..",,31758,10/26/15 12:40,6.59E+17,"Scotland, United Kingdom",Edinburgh
815719294,FALSE,finalized,3,10/26/15 22:44,female,1,yes,1,2009-11-15 14:30,walk by faith not by sight.,109,,0084B4,RAEHEREEEE,,https://pbs.twimg.com/profile_images/642457438851993605/H4EfbYcn_normal.jpg,0,C0DEED,that's the 8% they have hidden.. UMPH. https://t.co/OnebBSAG93,,689,10/26/15 12:40,6.59E+17,,
815719295,FALSE,finalized,3,10/26/15 23:03,female,0.6738,yes,1,4/19/11 8:52,H50 NCISLA Bones Castle Arrow Chicago Fire Chicago PD POI Elementary TBBT Agents Of Shield Grey's Anatomy The Last Ship Callen McRoll  Ajax LFC BarÌ¤a Rafa Nadal,722,,3B94D9,Ilse_Futbolista,,https://pbs.twimg.com/profile_images/640483810480488448/5F9P4_Mq_normal.jpg,0,0,@WigingtonLinda that's nice for this time of the year. tomorrow they say it should be around 20,,209962,10/26/15 12:40,6.59E+17,,Amsterdam
815719296,FALSE,finalized,3,10/26/15 23:07,male,0.6628,yes,1,5/23/15 7:21,Apollo bot pulling from both AJ and DD. Randomly posts every hour. Spoilers abound. Under construction. Progress: 4-2 (75% complete).,0,,0084B4,ShitApolloYells,,https://pbs.twimg.com/profile_images/602117524637888512/s48xMoEi_normal.png,0,C0DEED,"(Surgical enhancements are for a different part of the body, and, I was kidding...)",,3191,10/26/15 12:40,6.59E+17,Wright Anything Agency,Tokyo
815719299,FALSE,finalized,3,10/26/15 22:30,male,0.6636,yes,1,2011-02-11 5:18,"like the snow, beautiful! but coldãü. I'm a legal drug dealer. Original,Extraordinary, and Psychic! if you want to know me better? talk to me ;)",530,,9611B0,Odi_SH,,https://pbs.twimg.com/profile_images/657597229541249024/bOLOWOLx_normal.jpg,0,80808,"She is not beautiful m, and I'm talking beyond the superficial beauty.",,39756,10/26/15 12:40,6.59E+17,¯¬ô_¯» ¯£ôàôãô_,Riyadh
815719301,FALSE,finalized,3,10/27/15 1:31,female,1,yes,1,2003-10-10 9:56,"Wife of Tidy Boy Amadeus, director of The Ideal Place and proud mother of Max Mozart",69,,0084B4,AngieMozart,,https://pbs.twimg.com/profile_images/2240414271/image_normal.jpg,0,C0DEED,bad day in the office - but nice to catch up with @thedjbrisk so wish we had more time to catch up x,,593,10/26/15 12:40,6.59E+17,Northampton,
815719303,FALSE,finalized,3,10/26/15 22:25,female,1,yes,1,2005-07-15 19:05,A lie gets halfway around the world before the truth has a chance to get its pants on.,0,,0084B4,BuzzellNatalie,,https://pbs.twimg.com/profile_images/634770327914987520/3mQYlBPd_normal.jpg,0,C0DEED,"James Walter invented the bolt-action rifle, liquor, sexual intercourse, and football-- in that order.",,13424,10/26/15 12:40,6.59E+17,,
815719304,FALSE,finalized,3,10/26/15 23:20,male,1,yes,1,2003-07-10 12:38,"Lover of the truth, seeker of knowledge",215,,0084B4,cyrusodessa,,https://pbs.twimg.com/profile_images/613343268689051649/N84-CSxs_normal.jpg,0,C0DEED,@Lov3rzWorldwide Say He is the one. The eternal. He doesn't have kids nor did anyone have Him. There is nothing like The One.,,998,10/26/15 12:40,6.59E+17,USA ,
815719305,FALSE,finalized,3,10/26/15 23:31,male,1,yes,1,1/24/11 19:01,Why Chase Trends When You Can Make A Statement? #HOODLYFE https://t.co/ABfaK2iDjb,774,,9999,WisemanKayo,,https://pbs.twimg.com/profile_images/658729160915963904/XxthcQR3_normal.jpg,0,EEEEEE,Now I Changed! I'm not the same Man I once Yesterday it's for the better watch &amp; take notes,,56032,10/26/15 12:40,6.59E+17,,
815719306,FALSE,finalized,3,10/27/15 0:20,female,1,yes,1,3/21/15 7:08,Calm and Collected. #FollowBackAndSee,0,,0084B4,YemiSureGirl,,https://pbs.twimg.com/profile_images/579284873791324160/C71fhLG__normal.jpg,0,C0DEED,Amazing: See Igbo Village In The United States OfåÊAmerica https://t.co/Z8A95hAQpE https://t.co/qdQ6HnE735,,13401,10/26/15 12:40,6.59E+17,Places.,
815719307,FALSE,finalized,3,10/26/15 23:05,female,0.6614,yes,1,7/29/08 3:50,Artist  Õ Re-evaluating life ÕRadiation Oncology student ÕWant 2 make a +ve difference ÕComedian ÕRule-Breaker  Õ  @FORCElectures Õ  LIVE DRAWZ! http://t.co/Nsf5Zd0hfY,6805,,FF0877,smizz,,https://pbs.twimg.com/profile_images/602082590074544128/Rg2OGP-d_normal.jpg,0,FFFFFF,"@R_M_Appleyard alarm wont work as you can't time the stops in Leeds. Too much traffic ect. A 20min bus ride can take 50 or 12 mins, ya know?","[53.80984395, -1.58653997]",30903,10/26/15 12:40,6.59E+17,Practicing Kindness,London
815719309,FALSE,finalized,3,10/27/15 1:28,female,1,yes,1,2007-05-13 13:08,"hi. my name is Angela but most of my friends call me Angie. I have a very boring life consisting of College & Work, so I have nothing to post for a bio.",36,,F5ABB5,angie48534918,,https://pbs.twimg.com/profile_images/550568818972430337/nHO_zqeP_normal.jpeg,0,0,"#Akinator, the Genie App, just guessed that I was thinking of  Katniss Everdeen's Daughter #what? how?",,488,10/26/15 12:40,6.59E+17,,
815719311,FALSE,finalized,3,10/26/15 23:35,male,0.6397,yes,1,2006-10-13 5:56,"I repair all makes and models of phones, tablets,  mp3 players &  more! I've  been professionally repairing electronic equipment since 1988!",4,,0084B4,techcheckrepair,,https://pbs.twimg.com/profile_images/502497418664247298/TFiInDrP_normal.jpeg,0,C0DEED,"@TekifyUK I am trying to unbrick my Kindle fire, with a red screen. I followed your youtube video, and am using the unbrick tool.",,103,10/26/15 12:40,6.59E+17,Utah,Mountain Time (US & Canada)
815719312,FALSE,finalized,3,10/26/15 23:54,male,1,yes,1,1/17/10 6:02,"Sportswriter, cigar lover, dreamer. Pro writer for @SportsBlog, @ustadium ambassador, and suffering Yankees/Nets/Jets fan. #FAU19",8900,,51014,JakeElman,,https://pbs.twimg.com/profile_images/658346486477008897/vHgu9dJD_normal.jpg,0,0,If you say someone like Wale or Meek or Wiz has gotten big in the past five years you're a moron. They were big in the mixtape game.,,75684,10/26/15 12:40,6.59E+17,Florida ,Central Time (US & Canada)
815719313,FALSE,finalized,3,10/27/15 1:21,female,1,yes,1,2011-03-12 15:50,Charity volunteer,105694,,9D582E,Madelineh28,,https://pbs.twimg.com/profile_images/587683229722877952/SOkhPUxB_normal.png,0,D9B17E,Move Of The Week Double Leg Stretch Û_ : https://t.co/kxkCEFUxQB ... https://t.co/n7PtOHGaPQ,,159675,10/26/15 12:40,6.59E+17,,Pacific Time (US & Canada)
